Success Rate,Difficulty,Success Rate x Difficulty
0.76,0.22000000000000006,0.16720000000000004
0.64,0.22000000000000006,0.14080000000000004
0.74,0.25000000000000006,0.18500000000000003
0.54,0.25000000000000006,0.13500000000000004
0.55,0.25000000000000006,0.13750000000000004
0.59,0.25000000000000006,0.14750000000000002
0.52,0.25000000000000006,0.13000000000000003
0.54,0.25000000000000006,0.13500000000000004
0.61,0.25000000000000006,0.15250000000000002
0.53,0.25000000000000006,0.13250000000000003
0.47,0.25000000000000006,0.11750000000000002
0.58,0.25000000000000006,0.14500000000000002
0.61,0.25000000000000006,0.15250000000000002
0.54,0.25000000000000006,0.13500000000000004
0.54,0.25000000000000006,0.13500000000000004
0.57,0.25000000000000006,0.14250000000000002
0.53,0.25000000000000006,0.13250000000000003
0.53,0.25000000000000006,0.13250000000000003
0.55,0.25000000000000006,0.13750000000000004
0.57,0.25000000000000006,0.14250000000000002
0.64,0.25000000000000006,0.16000000000000003
0.49,0.25000000000000006,0.12250000000000003
0.56,0.25000000000000006,0.14000000000000004
0.49,0.2700000000000001,0.13230000000000003
0.49,0.2700000000000001,0.13230000000000003
0.46,0.2700000000000001,0.12420000000000003
0.5,0.2700000000000001,0.13500000000000004
0.44,0.2900000000000001,0.12760000000000005
0.44,0.2900000000000001,0.12760000000000005
0.37,0.2900000000000001,0.10730000000000003
0.33,0.2900000000000001,0.09570000000000004
0.37,0.2900000000000001,0.10730000000000003
0.45,0.2700000000000001,0.12150000000000004
0.46,0.24000000000000005,0.11040000000000003
0.59,0.25000000000000006,0.14750000000000002
0.58,0.25000000000000006,0.14500000000000002
0.47,0.3000000000000001,0.14100000000000004
0.39,0.3000000000000001,0.11700000000000005
0.37,0.3000000000000001,0.11100000000000003
0.37,0.3000000000000001,0.11100000000000003
0.29,0.3000000000000001,0.08700000000000002
0.47,0.2700000000000001,0.12690000000000004
0.51,0.2700000000000001,0.13770000000000004
0.45,0.2700000000000001,0.12150000000000004
0.52,0.2700000000000001,0.14040000000000005
0.61,0.2700000000000001,0.16470000000000004
0.55,0.2700000000000001,0.14850000000000005
0.51,0.2700000000000001,0.13770000000000004
0.55,0.2700000000000001,0.14850000000000005
0.49,0.2700000000000001,0.13230000000000003
0.48,0.2700000000000001,0.12960000000000002
0.49,0.2700000000000001,0.13230000000000003
